Full fund name;Fund ISIN;Fund Manager;Fund size;Market sector;Morningstar category;Asset Class;Sharpe ratio 3 year;Standard deviation;OCF/TER(%);rating;(Current Yr-4);(Current Yr-3);(Current Yr-2);(Current Yr-1);(Current Yr);Fund code;Fund currency;Style;Buy;Sell;AMC(%);Distribution frequency;Distribution yield
Liontrust European Growth Fund I - Inc;GB00B4ZM1M76;Liontrust;141;Financial Services;Europe ex-UK Small/Mid-Cap Equity;Europe Equity excl UK;1.6;9.45;1.05;3;25.29;14.22;-1.44;18.89;29.33;LTEGI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Fidelity European Opportunities Fund W-Accumulation;GB00B8287518;Fidelity;447;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.18;12.04;0.96;;25.79;14.02;6.94;4.25;29.34;WEOPA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Fidelity Special Values PLC.;GB00BWXC7Y93;Fidelity;669;Financial Services;UK Flex-Cap Equity;UK Equity;1.23;10.07;1.1;4;41.72;17.58;11.14;-2.39;29.35;FSVL;GBP;Active;0.50 ;0.00 ;0.87;6months;
UBS Global Optimal Fund C Acc;GB00B89NPX39;UBS;20;Financial Services;Global Large-Cap Blend Equity;Global Equity;1;12.02;1;;23.04;12.38;6.94;1.42;29.38;UBGOA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Baring Emerging Markets Fund Class I GBP Acc;GB0004513072;Barings;7;Financial Services;Global Emerging Markets Equity;Emerging Markets Global Equity;0.92;16.08;1.3;;3.38;0.36;4.78;7.29;29.45;BIEMA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Fidelity Funds - Germany Fund Y-ACC-Euro;LU0346388530;Fidelity;785;Healthcare;Germany Large-Cap Equity;Europe Equity Single Country;1.07;14.22;1.06;5;42.05;15.40;2.80;7.69;29.47;YGER;EUR;Active;0.00 ;0.00 ;0.8;1year;
7IM European (ex UK) Equity Value C Inc;GB00BWBSHS36;Seven IM;123;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;;;0.35;;;;;-0.89;29.50;SEUVI;GBP;Active;0.00 ;0.00 ;0.25;6months;
BGF US Flexible Equity D4RF GBP;LU0827887430;BlackRock;584;Technology;US Flex-Cap Equity;North American Equity;1.53;11.34;1.06;;;11.65;15.46;12.10;29.50;BGUFD;GBP;Active;0.00 ;0.00 ;0.75;1year;
Invesco Perpetual UK Focus Y Acc;GB00BJ04KK45;Invesco Perpetual;201;Financial Services;UK Large-Cap Blend Equity;UK Equity;0.64;12.14;0.87;;;;6.95;-10.79;29.51;IUKYA;GBP;Active;0.00 ;0.00 ;0.87;1year;
Invesco Perpetual UK Focus Y Inc;GB00BJ04KL51;Invesco Perpetual;201;Financial Services;UK Large-Cap Blend Equity;UK Equity;0.64;12.13;0.87;;;;6.95;-10.79;29.51;IUKYI;GBP;Active;0.00 ;0.00 ;0.87;1year;
Fidelity Funds - China Opportunities Fund Y-ACC-USD;LU0455707462;Fidelity;31;Financial Services;China Equity;Emerging Markets Regional Equity;0.95;17.67;1.02;;12.25;0.10;32.00;-5.20;29.52;YCOAU;USD;Active;0.00 ;0.00 ;0.8;1year;
JPM Multi-Manager Growth Fund C - Net Accumulation;GB00B235R829;J.P. Morgan Asset Management;397;Financial Services;Global Flex-Cap Equity;Global Equity;1.39;9.14;0.83;;19.82;12.13;10.19;0.07;29.57;SPMGA;GBP;Active;0.00 ;0.00 ;0.65;1year;
BGF Asian Dragon D2 GBP;LU0827875187;BlackRock;2781;Financial Services;Asia ex Japan Equity;Asia Pacific Equity excl Japan;1.07;15.86;1.1;;;7.78;16.88;7.42;29.57;BGADD;GBP;Active;0.00 ;0.00 ;0.75;1year;
BGF Asian Dragon D4RF GBP;LU0827875260;BlackRock;2781;Financial Services;Asia ex Japan Equity;Asia Pacific Equity excl Japan;1.07;15.86;1.1;;;7.70;16.79;7.34;29.57;BGASD;GBP;Active;0.00 ;0.00 ;0.75;1year;
JPM Multi-Manager Growth Fund C - Net Income;GB00B235RD76;J.P. Morgan Asset Management;397;Financial Services;Global Flex-Cap Equity;Global Equity;1.39;9.12;0.83;;;12.15;10.13;0.06;29.58;SPMGI;GBP;Active;0.00 ;0.00 ;0.65;1year;
JPM America Equity C - Net Income;GB00BGSHGC88;J.P. Morgan Asset Management;19;Financial Services;US Large-Cap Blend Equity;North American Equity;1.4;12.98;0.93;;;;14.15;13.76;29.68;SPACI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Invesco Perpetual Emerging European Y Inc;GB00BJ04FV07;Invesco Perpetual;39;Energy;Emerging Europe Equity;Emerging Markets Regional Equity;0.68;17.72;1.12;;;;-14.42;14.69;29.72;IEEYI;GBP;Active;0.00 ;0.00 ;1.12;1year;
Schroder ISF BRIC (Brazil, Russia, India, China) A Distribution GBP;LU0242619723;Schroder;687;Financial Services;BRIC Equity;Emerging Markets Regional Equity;0.69;17.12;1.93;;3.08;4.05;5.27;-0.61;29.72;SDBRC;GBP;Active;0.00 ;0.00 ;1.5;1year;
Invesco Perpetual Emerging European Y Acc;GB00BJ04FT84;Invesco Perpetual;39;Energy;Emerging Europe Equity;Emerging Markets Regional Equity;0.67;17.72;1.12;;;;-14.44;14.67;29.73;IEEYA;GBP;Active;0.00 ;0.00 ;1.12;1year;
GS Emerging Markets Equity Portfolio R (GBP);LU0858288516;Goldman Sachs AM;1652;Financial Services;Global Emerging Markets Equity;Emerging Markets Global Equity;1.11;14.25;1.06;;2.87;8.89;9.64;7.25;29.74;GSEPR;GBP;Active;0.00 ;0.00 ;0.85;1year;
Aviva Investors European Equity Fund SC 2 Acc;GB0004461322;Aviva Investors;196;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.49;11.28;0.85;;34.90;12.57;11.33;8.31;29.75;NUEEB;GBP;Active;0.00 ;0.00 ;0.7;6months;
Templeton Growth Fund W (acc);GB00B7K6LK38;Franklin Templeton;252;Financial Services;Global Large-Cap Value Equity;Global Equity;0.97;11.87;0.84;;37.35;15.02;7.95;-1.76;29.77;TTGRW;GBP;Active;0.00 ;0.00 ;0.75;6months;
Artemis European Opportunities Class I Inc;GB00B6WFCT77;Artemis;369;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.43;10.54;0.85;4;33.99;11.93;7.72;8.47;29.84;ATEUI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Artemis European Opportunities Class I Acc;GB00B6WFCR53;Artemis;369;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.43;10.54;0.85;4;33.97;11.93;7.72;8.47;29.85;ATEUA;GBP;Active;0.00 ;0.00 ;0.75;1year;
JPM America Equity C - Net Accumulation;GB00BGSHGD95;J.P. Morgan Asset Management;19;Financial Services;US Large-Cap Blend Equity;North American Equity;1.41;12.98;0.93;;;;14.13;13.83;29.86;SPACA;GBP;Active;0.00 ;0.00 ;0.75;1year;
BlackRock European Dynamic Fund FD Accumulation;GB00BCZRNN30;BlackRock;2429;Industrials;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.6;10.36;0.92;;;;9.81;8.58;29.89;MCDFA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Fidelity Funds - Asian Special Situations Fund W-GBP;LU1235295968;Fidelity;1561;Financial Services;Asia ex Japan Equity;Asia Pacific Equity excl Japan;;;1.08;;;;;11.75;29.90;WASSW;GBP;Active;0.00 ;0.00 ;0.8;1year;
Henderson UK Alpha Fund I Acc;GB0030956832;Henderson;450;Financial Services;UK Flex-Cap Equity;UK Equity;1.27;10.3;0.83;;10.61;16.64;16.17;-4.69;29.91;HDUKA;GBP;Active;0.00 ;0.00 ;0.75;1year;
BlackRock European Dynamic Fund FD Income;GB00BCZRNM23;BlackRock;2429;Industrials;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.6;10.36;0.92;;;;9.81;8.54;29.93;MCDFI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Fidelity Strategic Bond Fund Y-Income;GB00B469J896;Fidelity;1768;Energy;Global Flexible Bond - GBP Hedged;Bonds;0.92;4.12;0.66;4;6.77;8.36;3.26;4.12;3.12;YSD;GBP;Active;0.00 ;0.00 ;0.5;1month;2.13
Fidelity Strategic Bond Fund Y-Income-Gross;GB00B469MF76;Fidelity;1768;Energy;Global Flexible Bond - GBP Hedged;Bonds;0.92;4.12;0.66;4;6.86;8.27;3.26;4.12;3.12;YGRSD;GBP;Active;0.00 ;0.00 ;0.5;1month;2.13
HSBC World Selection Cautious Portfolio C Income;GB00B8GNX875;HSBC;828;Real Estate;GBP Cautious Allocation;Mixed Assets - Defensive;1.02;4.22;0.81;;6.12;5.19;3.71;6.38;3.17;HSSCI;GBP;Active;0.00 ;0.00 ;0.55;6months;
Premier Defensive Growth Fund C Acc;GB00BTHH0518;Premier;510;Real Estate;Alt - Multistrategy;Mixed Assets - Flexible;1.22;4.1;0.85;;7.18;4.37;6.98;5.39;3.20;PMGCA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Premier Defensive Growth Class C Income;GB00B832BD89;Premier;510;Real Estate;Alt - Multistrategy;Mixed Assets - Flexible;1.23;1.31;0.85;;6.80;4.66;3.05;0.06;3.20;PMDFI;GBP;Active;0.00 ;0.00 ;0.75;6months;
FP Octopus Global Strategies Fund Y Acc;GB00B54S5982;Octopus;81;Financial Services;Alt - Multistrategy;Mixed Assets - Flexible;1.06;2.07;1.25;;4.23;1.24;5.05;-0.11;3.34;OIGLA;GBP;Active;0.00 ;0.00 ;0.55;6months;
Oasis Crescent Global Low Equity Balanced Fund Class F GBP Acc;IE00BF234769;Oasis Crescent;18;Real Estate;;;1.08;8.48;1.25;;;;11.12;17.11;3.42;OALEA;GBP;Active;0.00 ;0.00 ;1;1year;
Oasis Crescent Global Low Equity Balanced Fund Class F GBP Dist;IE00BF234652;Oasis Crescent;18;Real Estate;;;1.09;8.48;1.25;;10.07;1.35;11.15;17.10;3.43;OALED;GBP;Active;0.00 ;0.00 ;1;Quarter;
Pyrford Global Total Return Sterling Fund B Shares Dist;IE00BZ0CQH94;Pyrford;2507;Consumer Defensive;;;;;0.81;;;;;;3.50;PYGSI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Standard Life Investments Global Real Estate P1 Fund Inc;GB00B700D764;Standard Life;405;Real Estate;Property - Indirect Global;Property - Listed;0.68;8.12;1.14;;6.85;6.86;-2.10;16.34;3.53;SLISP;GBP;Active;0.00 ;0.00 ;0.95;Quarter;
Pyrford Global Total Return Sterling Fund B Shares Acc;IE00BZ0CQG87;Pyrford;2500;Consumer Defensive;;;;;0.81;;;;;;3.54;PYGSA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Fidelity Strategic Bond Fund Y-Accumulation-Gross;GB00BFRT3835;Fidelity;1768;Basic Materials;Global Flexible Bond - GBP Hedged;Bonds;0.91;4.12;0.66;;6.44;8.67;3.23;4.19;3.62;YSA;GBP;Active;0.00 ;0.00 ;0.5;1year;2.12
BlackRock Commodities Income;GB00B0N8MF98;BlackRock;121;Energy;Sector Equity Natural Resources;Commodities - General;-0.14;24.81;1.4;3;-3.55;13.85;-27.35;3.67;3.66;BRCIL;GBP;Active;0.50 ;0.00 ;0.95;Quarter;
Vanguard LifeStrategy 20 % Equity Fund GBP Gross Income;GB00B4620290;Vanguard;654;Financial Services;GBP Cautious Allocation;Mixed Assets - Defensive;1.3;4.64;0.22;;4.60;5.56;5.50;9.64;3.68;VALSI;GBP;Passive;0.00 ;0.00 ;0.22;1year;
Vanguard LifeStrategy 20 % Equity Fund GBP Gross Accumulation;GB00B4NXY349;Vanguard;654;Financial Services;GBP Cautious Allocation;Mixed Assets - Defensive;1.3;4.64;0.22;;4.59;5.60;5.49;9.67;3.68;VALEA;GBP;Passive;0.00 ;0.00 ;0.22;1year;
Santander MM Bond Monthly Income Fd Acc;GB0033458612;Santander;14;Financial Services;GBP Diversified Bond;UK Aggregate Bond;0.9;5.42;1.07;;3.45;5.59;4.04;6.50;3.71;AYMMA;GBP;Active;0.00 ;0.00 ;0.5;1month;5.07
Santander MM Bond Monthly Income Fd Inc;GB0033458166;Santander;14;Financial Services;GBP Diversified Bond;UK Aggregate Bond;0.9;5.42;1.07;;3.16;5.58;4.07;6.51;3.73;AYMMI;GBP;Active;0.00 ;0.00 ;0.5;1month;5.07
Fidelity Strategic Bond Fund Y-Accumulation;GB00BCRWZS59;Fidelity;1768;Basic Materials;Global Flexible Bond - GBP Hedged;Bonds;0.9;4.24;0.66;;6.37;8.28;3.26;4.15;3.73;YSTRB;GBP;Active;0.00 ;0.00 ;0.5;1year;2.12
Carmignac Portfolio Commodities F GBP Acc Hdg;LU0553415323;Carmignac Gestion;571;Basic Materials;Sector Equity Other;Global Equity;-0.08;14.14;1.15;;-9.48;18.63;-1.26;-10.48;3.78;CACMA;GBP;Active;0.00 ;0.00 ;0.85;1year;
Legg Mason IF Western Asset Retirement Income Bond Fund Class X Inc;GB00B88V5W72;Western Asset Management Company Limited;14;Energy;Global Corporate Bond - GBP Hedged;Global Aggregate Bond;1.28;2.38;0.68;;0.80;2.11;-0.22;4.39;3.82;LMBXI;GBP;Active;0.00 ;0.00 ;0.3;1month;3.3
HSBC World Selection Cautious Portfolio C Accumulation;GB00B7L42X66;HSBC;828;Real Estate;GBP Cautious Allocation;Mixed Assets - Defensive;1.1;4.2;0.81;;6.04;5.13;3.95;6.34;3.89;HSSCA;GBP;Active;0.00 ;0.00 ;0.55;6months;
M&G North American Dividend Fund I Acc;GB00B7565G26;M&G;576;Healthcare;US Large-Cap Blend Equity;North American Equity;1.43;12.68;0.91;;25.02;7.54;12.52;14.86;30.07;MGANA;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
M&G North American Dividend Fund I Inc;GB00B7F5Y731;M&G;576;Healthcare;US Large-Cap Blend Equity;North American Equity;1.43;12.68;0.91;;25.02;7.51;12.53;14.86;30.08;MGANI;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
BlackRock UK Special Situations S Inc;GB00BVW2JH06;BlackRock;715;Consumer Cyclical;UK Flex-Cap Equity;UK Equity;;;0.84;;;;;-6.02;30.10;BLSSI;GBP;Active;0.00 ;0.00 ;0.67;6months;
BlackRock UK Special Situations S Acc;GB00BW1YM751;BlackRock;715;Consumer Cyclical;UK Flex-Cap Equity;UK Equity;;;0.84;;;;;-6.05;30.15;BLSSA;GBP;Active;0.00 ;0.00 ;0.67;6months;
Investec Emerging Markets Equity I Acc Net GBP;GB00B8HWDL62;Investec;162;Technology;Global Emerging Markets Equity;Emerging Markets Global Equity;0.68;16.31;1.14;;;3.12;1.48;0.49;30.16;ICDNA;GBP;Active;0.00 ;0.00 ;0.9;1year;
Liontrust UK Ethical Fund Class 2 Net Accumulation;GB00B8HCSD36;Liontrust;213;Financial Services;UK Flex-Cap Equity;UK Equity;1;11.91;0.81;;27.08;11.44;18.05;-8.89;30.19;ALSEA;GBP;Active;0.00 ;0.00 ;0.7;6months;
Old Mutual Global Equity R Acc;GB00B1XG9821;Old Mutual;650;Technology;Global Flex-Cap Equity;Global Equity;1.64;11.09;1;;37.04;16.65;15.47;12.11;30.19;OLERI;GBP;Active;0.00 ;0.00 ;0.75;1year;
M&G European Index Tracker A Acc;GB0030929300;M&G;123;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.08;11.49;0.71;;29.33;15.99;2.80;2.40;30.20;MGEIT;GBP;Passive;0.00 ;0.00 ;0.5;1year;
UBS US Equity Fund C Acc;GB00B7V68L26;UBS;232;Financial Services;US Large-Cap Blend Equity;North American Equity;1.26;14;0.91;;31.11;12.00;18.99;6.73;30.20;UBEQA;GBP;Active;0.00 ;0.00 ;0.75;6months;
M&G European Index Tracker;GB0030929185;M&G;123;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.07;11.52;0.71;;29.31;15.98;2.78;2.40;30.22;MEETI;GBP;Passive;0.00 ;0.00 ;0.5;1year;
TB Saracen UK Alpha B Acc;GB0005711196;Saracen;27;Consumer Cyclical;UK Flex-Cap Equity;UK Equity;0.86;11.81;1.25;;21.42;24.78;13.97;-12.12;30.28;SRGBE;GBP;Active;0.00 ;0.00 ;1;1year;
iShares Core EURO STOXX 50 UCITS ETF EUR Acc (GBP);IE00B53L3W79;IShares;3532;Financial Services;Eurozone Large-Cap Equity;Europe Equity excl UK;0.83;13.47;0.1;3;26.62;20.59;-2.81;1.72;30.30;XICEU;GBP;Passive;0.00 ;0.00 ;0.1;1year;
SLI Europe ex-UK Smaller Comp p1 Acc;GB00BYMMJ932;Standard Life;45;Industrials;Europe ex-UK Small/Mid-Cap Equity;Europe Equity excl UK;1.47;12.75;0.96;;42.69;26.32;0.72;18.98;30.31;SLEOA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Templeton China W Acc GBP;LU0768359696;Franklin Templeton;404;Technology;Greater China Equity;Emerging Markets Regional Equity;0.86;16.73;1.55;;3.40;-2.89;20.08;-2.30;30.31;FOCWA;GBP;Active;0.00 ;0.00 ;1.25;1year;
BlackRock US Dynamic Fund Class D Inc;GB00B8GKJQ82;BlackRock;78;Technology;US Flex-Cap Equity;North American Equity;1.5;11.9;0.93;;22.26;11.40;16.53;11.68;30.32;MCDNI;GBP;Active;0.00 ;0.00 ;0.75;1year;
BlackRock US Dynamic Fund Class D Acc;GB00B87XJQ69;BlackRock;78;Technology;US Flex-Cap Equity;North American Equity;1.5;11.9;0.93;;22.27;11.37;16.55;11.68;30.39;MCDNA;GBP;Active;0.00 ;0.00 ;0.75;1year;
JOHCM UK Equity Income Fund Y Dist;GB00B95FCK64;J O Hambro;3268;Financial Services;UK Equity Income;UK;0.87;10.22;0.69;;;14.69;7.47;-9.30;30.43;JOEIY;GBP;Active;0.00 ;0.00 ;0.62;Quarter;
JOHCM UK Equity Income Fund Y Acc;GB00B8FCHK57;J O Hambro;3268;Financial Services;UK Equity Income;UK;0.88;10.2;0.69;;;16.70;7.51;-9.29;30.43;JOEYA;GBP;Active;0.00 ;0.00 ;0.62;Quarter;
Henderson European Growth Fund I Acc;GB0030617699;Henderson;1128;Industrials;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.46;11.41;0.85;;33.21;10.70;11.02;9.55;30.49;HDEGI;GBP;Active;0.00 ;0.00 ;0.75;1year;
River & Mercantile UK Equity High Alpha Fund Acc;GB00B3D79W34;River and Mercantile;286;Financial Services;UK Flex-Cap Equity;UK Equity;0.96;10.08;0.84;;32.53;25.35;5.65;-7.05;30.50;RVEHA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Jupiter European Income Fund I Class Acc;GB00B6QMYW18;Jupiter;71;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.3;10.65;1.03;;30.87;9.89;4.43;2.87;30.56;JUEIA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Jupiter European Income Fund I Class Inc;GB00B5BJPR27;Jupiter;71;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.3;10.66;1.03;;;9.90;4.45;2.86;30.57;JUERI;GBP;Active;0.00 ;0.00 ;0.75;6months;
Investec Global Strategic Equity I Acc Net GBP;GB00B1XFJ672;Investec;693;Financial Services;Global Large-Cap Blend Equity;Global Equity;1.32;11.26;0.86;;26.94;16.11;14.76;1.09;30.57;ICFNA;GBP;Active;0.00 ;0.00 ;0.75;1year;
RWC UK Focus R;LU1017297612;RWC;93;Financial Services;UK Large-Cap Blend Equity;UK Equity;0.98;11.54;0.75;;29.30;12.78;18.17;-12.81;30.61;RWUFR;GBP;Active;0.00 ;0.00 ;0.5;1year;
BGF Asian Growth Leaders Fund D2RF GBP;LU1085282496;BlackRock;2034;Technology;Asia ex Japan Equity;Asia Pacific Equity excl Japan;1.38;15.02;1.1;5;;;;8.21;30.62;BGALD;GBP;Active;0.00 ;0.00 ;0.75;1year;
Fidelity Special Situations Fund W-Accumulation;GB00B88V3X40;Fidelity;3235;Financial Services;UK Flex-Cap Equity;UK;1.15;10.68;0.94;;36.34;10.94;12.56;-4.11;30.62;WSSA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Jupiter China Fund I Class Acc;GB00B3ZPHC12;Jupiter;131;Technology;China Equity;Emerging Markets Regional Equity;0.69;18.85;1.05;;19.88;7.48;27.53;-13.62;30.66;JUCIA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Jupiter China Fund I Class Inc;GB00B86PDR24;Jupiter;131;Technology;China Equity;Emerging Markets Regional Equity;0.69;18.84;1.05;;19.60;7.45;27.53;-13.59;30.69;JUCII;GBP;Active;0.00 ;0.00 ;0.75;1year;
Unicorn UK Income Fund B Inc;GB00B00Z1R87;Unicorn;625;Consumer Cyclical;UK Equity Income;UK Equity Income;0.85;11.52;0.81;;39.55;20.87;8.09;-9.45;30.72;UCUII;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
Legg Mason IF Martin Currie Asia Pacific X Acc;GB00BVZ6TT17;Martin Currie;46;Financial Services;Asia-Pacific ex-Japan Equity;Asia Pacific Equity excl Japan;0.98;15.01;1.13;;10.00;0.83;7.03;8.81;30.75;MAAPB;GBP;Active;0.00 ;0.00 ;0.75;1year;
Unicorn UK Income Fund B Acc;GB00B9XQFY62;Unicorn;676;Consumer Cyclical;UK Equity Income;UK Equity Income;0.85;11.52;0.81;;;21.03;8.08;-9.45;30.75;UCUIA;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
Smith & Williamson UK Equity Growth Fund B Inc;GB00B43KQL71;Smith & Williamson;22;Consumer Cyclical;UK Flex-Cap Equity;UK Equity;0.91;11.44;0.71;;16.72;22.57;14.28;-10.58;30.79;SMEGI;GBP;Active;0.00 ;0.00 ;0.65;6months;
Dodge & Cox Worldwide Funds - US Stock Fund (GBP Accumulating);IE00B50M4X14;Dodge & Cox;584;Financial Services;US Large-Cap Value Equity;North American Equity;1.63;10.81;0.7;4;32.85;12.19;14.49;12.60;30.81;DCWUA;GBP;Active;0.00 ;0.00 ;0.6;1year;
AXA Rosenberg Asia Pacific Ex Japan Z Acc;GB0007704330;AXA IM;212;Technology;Asia-Pacific ex-Japan Equity;Asia Pacific Equity excl Japan;0.84;15.18;0.82;;15.28;0.37;7.31;2.62;30.83;AXAPI;GBP;Active;0.00 ;0.00 ;0.75;6months;
Dodge & Cox Worldwide Funds - US Stock Fund (GBP Distributing);IE00B51BJD26;Dodge & Cox;512;Financial Services;US Large-Cap Value Equity;North American Equity;1.63;10.79;0.7;;;;14.41;12.57;30.85;DCWUI;GBP;Active;0.00 ;0.00 ;0.6;Quarter;
Liontrust Sustainable Future European Growth Fund Class 2 Net Accumulation;GB0030029390;Liontrust;108;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.37;10.83;0.85;;29.83;11.99;8.18;4.43;30.90;ALEUA;GBP;Active;0.00 ;0.00 ;0.75;6months;
CF Miton Worldwide Opportunities Fund B Acc;GB0031831133;Miton;16;Financial Services;GBP Flexible Allocation;Mixed Assets - Flexible;1.74;6.64;1.05;;14.65;10.61;4.60;3.82;30.91;MIWOA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Schroder European Alpha Plus Fund Z GBP Hedged Accumulation;GB00B91WD971;Schroder;390;Financial Services;Europe Equity - Currency Hedged;Europe Equity excl UK;0.81;13.94;0.93;;;;11.78;-12.63;30.94;SCEPA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Fidelity Funds - Taiwan Fund Y-ACC-USD;LU0346392052;Fidelity;67;Technology;Taiwan Large-Cap Equity;Asia Pacific Equity excl Japan;0.94;16.09;1.05;4;22.70;19.12;6.96;6.44;30.98;YTWN;USD;Active;0.00 ;0.00 ;0.8;1year;
BlackRock Asia Fund D Acc;GB00B7VS8S56;BlackRock;47;Financial Services;Asia ex Japan Equity;Asia Pacific Equity excl Japan;0.97;15.4;0.95;;;7.60;10.40;4.58;31.01;BLASA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Fidelity Funds - Global Financial Services Fund W-ACC-GBP;LU1033663136;Fidelity;1011;Financial Services;Sector Equity Financial Services;Global Equity;1.6;10.44;1.06;;35.09;1.18;18.53;5.24;31.02;WGFSF;GBP;Active;0.00 ;0.00 ;0.8;1year;
Templeton Global Emerging Markets W Acc;GB00B7MZ0J00;Franklin Templeton;29;Technology;Global Emerging Markets Equity;Emerging Markets Global Equity;0.52;17.36;1.2;;-6.92;6.32;-14.16;8.95;31.04;TTGEM;GBP;Active;0.00 ;0.00 ;1.1;1year;
Threadneedle Asia Fund RDR Z Acc;GB00B83BWC19;Columbia Threadneedle;547;Financial Services;Asia-Pacific ex-Japan Equity;Asia Pacific Equity excl Japan;1.05;14.2;0.91;;13.73;5.65;12.75;3.43;31.06;THZAZ;GBP;Active;0.00 ;0.00 ;0.75;1year;
Schroder European Alpha Plus Fund Z GBP Hedged Income;GB00B91YVB14;Schroder;390;Financial Services;Europe Equity - Currency Hedged;Europe Equity excl UK;0.91;15.88;0.93;;;;23.36;-13.77;31.12;SCEPI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Vanguard S&P 500 GBP;IE00B3XXRP09;Vanguard;14430;Technology;US Large-Cap Blend Equity;North American Equity;1.8;10.23;0.07;;24.22;10.09;16.35;21.84;31.12;XVSFI;GBP;Passive;0.00 ;0.00 ;0.07;Quarter;
JOHCM Global Emerging Markets Opportunities Fund A GBP Inc;IE00B4002N46;J O Hambro;224;Technology;Global Emerging Markets Equity;Emerging Markets Global Equity;0.83;16.89;1.03;;7.11;7.05;9.23;2.08;31.13;JOGMI;GBP;Active;0.00 ;0.00 ;0.9;1year;
Fidelity Funds - Asian Special Situations Fund Y-ACC-USD;LU0346390601;Fidelity;1730;Financial Services;Asia ex Japan Equity;Asia Pacific Equity excl Japan;1.25;14.54;1.08;5;13.01;4.43;17.18;10.68;31.15;YASS;USD;Active;0.00 ;0.00 ;0.8;1year;
Baring Eastern Trust Class I GBP Inc;GB00B85JKH42;Barings;61;Technology;Asia ex Japan Equity;Asia Pacific Equity excl Japan;1.29;15.02;1.07;;10.75;3.67;23.60;4.96;31.16;BIETI;GBP;Active;0.00 ;0.00 ;0.75;1year;
F&C European Growth & Income Fund Share Class 2 Inc;GB00B4P2X988;F&C (BMO GAM);375;Consumer Cyclical;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.34;10.81;0.95;4;38.38;12.76;7.76;3.20;31.19;FCEGT;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
Jupiter Fund of Investment Trusts I Class Acc;GB00B6R1VR15;Jupiter;113;Technology;Global Flex-Cap Equity;Global Equity;1.25;9.67;1.12;;18.69;12.61;11.14;-3.02;31.27;JUFIA;GBP;Active;0.00 ;0.00 ;0.75;6months;
SLI Asian Pacific Growth Retail Inc;GB00BYQNBJ62;Standard Life;53;Technology;Asia-Pacific ex-Japan Equity;Asia Pacific Equity excl Japan;;;1.63;;;;;;31.28;SLAPI;GBP;Active;0.00 ;0.00 ;1.3;1year;
Jupiter Fund of Investment Trusts I Inc;GB00B8JWSG45;Jupiter;113;Technology;Global Flex-Cap Equity;Global Equity;1.25;9.68;1.12;;;;11.15;-3.02;31.28;JUFII;GBP;Active;0.00 ;0.00 ;0.75;6months;
Legal & General European Index Trust (I) - Acc;GB00B0CNGR59;Legal & General;2713;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.1;11.5;0.12;;30.75;15.55;2.48;3.07;31.28;LGEXA;GBP;Passive;0.00 ;0.00 ;0.07;1year;
